,CRN,**Notes,Course,Title,SH,Course Type,Instructor,Meeting Dates,Days,Time,Location,Categories,Seats,Limit,Enroll,*Campus,Subject,Prerequisites,Score
754,16971,"3,26,29,30,105",ENG 327-81D,Writing for Prfssnls/Entrprnrs,3,WEB,Bonnie T. Yarbrough,09-DEC-2017 to 18-JAN-2018,,,,.ENV.WI,1,25,24,D,english,,1
755,16880,,ENG 333-01,Southern Writers,3,LEC,Brian S. Romine,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SOEB 110,none,5,36,31,M,english,,0
756,16895,9,ENG 336-01,Introduction to Chaucer,3,LEC,Denise N. Baker,08-JAN-2018 to 25-APR-2018,T R,1530-1645,SOEB 108,none,-1,36,37,M,english,,0
757,14918,,ENG 340-01,Shakespeare: Later Plays,3,LEC,Jennifer M. Park,08-JAN-2018 to 25-APR-2018,T R,0800-0915,MHRA 1215,.GLT,5,36,31,M,english,,1
758,16920,,ENG 340-02,Shakespeare: Later Plays,3,LEC,Jennifer M. Park,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 1214,.GLT,1,36,35,M,english,,1
759,13599,,ENG 347-01,American Short Story,3,LEC,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 2211,none,0,36,36,M,english,,0
760,16891,,ENG 347-02,Harlem Ren & Jazz Age,3,LEC,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,T R,1100-1215,SOEB 102,.ADS,-1,36,37,M,english,,0
761,16890,,ENG 357-01,Modernism,3,LEC,Anthony J. Cuda,08-JAN-2018 to 25-APR-2018,T R,1400-1515,MHRA 2207,none,2,36,34,M,english,,0
762,16888,,ENG 360-01,18th-C Search for Happiness,3,LEC,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,T R,1700-1815,MHRA 1207,.SI,1,25,24,M,english,,1
763,15098,,ENG 363-01,Rhetoric of the Body,3,LEC,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,T R,1230-1345,SOEB 217,.SI.WGS,0,25,25,M,english,,1
764,16886,"3,9",ENG 365-01,Writing for the Sciences,3,LEC,Aaron K. Beveridge,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,SOEB 106,none,20,25,5,M,english,,0
765,14919,168,ENG 372-01,Early American Literature,3,LEC,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,T R,1230-1345,MHRA 1211,.WI,0,25,25,M,english,,1
766,10426,,ENG 376-01,African Am Writers After 1920s,3,LEC,Sallyann H. Ferguson,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 2209,.ADS.WI,1,25,24,M,english,,1
767,10427,1,ENG 390-01,Writing Ctr Theory / Practice,3,LEC,Jennifer L. Whitaker,08-JAN-2018 to 25-APR-2018,T R,0800-0915,CURY 331,.WI,4,15,11,M,english,,1
768,13601,1,ENG 391-01,Stds in Digital Studio Theory,3,LEC,Vaughn R. Stewart,08-JAN-2018 to 25-APR-2018,T R,1230-1345,LIBR 064,.SI.WI,13,15,2,M,english,,2
769,10347,"1,10,14,374",ENG 401-01,Internship in Journalsm / Edit,3,INT,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,,,,none,19,20,1,M,english,,0
770,15951,"1,10,14,374",ENG 401-02,Internship in Journalsm / Edit,3,INT,Terry L. Kennedy,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
771,10348,"1,10,14,374",ENG 402-01,Internship in English Studies,3,INT,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,,,,none,19,20,1,M,english,,0
772,16904,3,ENG 425-01,Writing of Fiction: Advanced,3,LEC,Craig Nova,08-JAN-2018 to 25-APR-2018,T R,1530-1645,MHRA 1213,none,-1,5,6,M,english,,0
773,16905,3,ENG 426-01,Writing of Poetry: Advanced,3,LEC,Emilia A. Phillips,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 1208,none,-1,5,6,M,english,,0
774,10349,"1,8,14,37,159",ENG 493-01,Honors Work,3,IND,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,,,,.HSS,20,20,0,M,english,,0
775,16707,,ENG 541-01,Milton,3,LEC,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,T,1830-2120,MHRA 1211,none,5,20,15,M,english,,0
776,16705,,ENG 549-01,Criticl Canon / Contemp Issues,3,LEC,Cristian Moraru,08-JAN-2018 to 25-APR-2018,M,1830-2120,MHRA 2206,none,2,20,18,M,english,,0
777,13048,"3,374",ENG 622-01,Internship in English,3,INT,Terry L. Kennedy,08-JAN-2018 to 25-APR-2018,,,,none,-2,5,7,M,english,,0
778,14238,,ENG 623-01,Writing-Advanced: Nonfiction,3,LEC,Michael F. Parker,08-JAN-2018 to 25-APR-2018,T,1400-1650,MHRA 3204,none,3,15,12,M,english,,0
779,16939,11,ENG 626-01,MFA Fiction Workshop,3,SEM,Holly G. Jones,08-JAN-2018 to 25-APR-2018,R,1400-1650,MHRA 3209,none,8,14,6,M,english,,0
780,10447,11,ENG 628-01,MFA Poetry Workshop,3,SEM,Emilia A. Phillips,08-JAN-2018 to 25-APR-2018,R,1400-1650,MHRA 3207,none,10,14,4,M,english,,0
781,16908,,ENG 642-01,Topics in Pre-1800 Literature,3,SEM,Denise N. Baker,08-JAN-2018 to 25-APR-2018,R,1830-2120,MHRA 3209,none,3,15,12,M,english,,0
782,13616,11,ENG 672-02,Grad Tutorial Writing: Fiction,3,IND,Michael F. Parker,08-JAN-2018 to 25-APR-2018,,,,none,14,20,6,M,english,,0
783,10551,11,ENG 674-01,Grad Tutorial Writing: Poetry,3,IND,Stuart Dischell,08-JAN-2018 to 25-APR-2018,,,,none,14,20,6,M,english,,0
784,16942,11,ENG 677-01,Spec Probs in Writing:Poetry,3,IND,Terry L. Kennedy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,english,,0
785,10351,11,ENG 678-01,Spec Probs in Writing:Fiction,3,IND,Holly G. Jones,08-JAN-2018 to 25-APR-2018,,,,none,20,20,0,M,english,,0
786,12784,11,ENG 678-02,Spec Probs in Writing:Fiction,3,IND,Craig Nova,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,english,,0
787,12785,11,ENG 678-03,Spec Probs in Writing:Fiction,3,IND,Michael F. Parker,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,english,,0
788,16941,11,ENG 678-04,Spec Probs in Writing:Fiction,3,IND,Terry L. Kennedy,08-JAN-2018 to 25-APR-2018,,,,none,15,15,0,M,english,,0
789,17193,"3,374",ENG 680-01,Teaching Internship in English,3,INT,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
790,12786,"3,374",ENG 680-02,Teaching Internship in English,3,INT,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
791,12787,"3,374",ENG 680-03,Teaching Internship in English,3,INT,Cristian Moraru,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
792,12788,"3,374",ENG 680-04,Teaching Internship in English,3,INT,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
793,12789,"3,374",ENG 680-05,Teaching Internship in English,3,INT,Stuart Dischell,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
794,12790,"3,374",ENG 680-06,Teaching Internship in English,3,INT,Anthony J. Cuda,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
795,12791,"3,374",ENG 680-07,Teaching Internship in English,3,INT,Karen L. Kilcup,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
796,12792,"3,374",ENG 680-08,Teaching Internship in English,3,INT,Jeanie M. Reynolds,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
797,13260,"3,374",ENG 680-10,Teaching Internship in English,3,INT,Denise N. Baker,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
798,13261,"3,374",ENG 680-11,Teaching Internship in English,3,INT,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
799,13262,"3,374",ENG 680-12,Teaching Internship in English,3,INT,Ben Clarke,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
800,13264,"3,374",ENG 680-15,Teaching Internship in English,3,INT,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
801,13265,"3,374",ENG 680-17,Teaching Internship in English,3,INT,Brian S. Romine,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
802,13323,"3,374",ENG 680-18,Teaching Internship in English,3,INT,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
803,13734,"3,374",ENG 680-19,Teaching Internship in English,3,INT,Holly G. Jones,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
804,13735,"3,374",ENG 680-20,Teaching Internship in English,3,INT,Craig Nova,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
805,13803,"3,374",ENG 680-22,Teaching Internship in English,3,INT,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
806,14395,"3,374",ENG 680-23,Teaching Internship in English,3,INI,Michael F. Parker,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
807,15711,"3,374",ENG 680-25,Teaching Internship in English,3,INI,Emilia A. Phillips,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
808,17086,"3,374",ENG 680-26,Teaching Internship in English,3,INT,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
809,13606,,ENG 682-01,Structure of Verse,3,SEM,Stuart Dischell,08-JAN-2018 to 25-APR-2018,W,1400-1650,MHRA 3207,none,5,15,10,M,english,,0
810,10448,3,ENG 688-01,Women's Rhet / Fem Pedagogy,3,SEM,Heather B. Adams,08-JAN-2018 to 25-APR-2018,M,1530-1820,MHRA 2206,.WGS,1,15,14,M,english,,0
811,16710,,ENG 691-01,His of Rhetoric: Enlight-Cont,3,LEC,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,W,1830-2120,MHRA 3207,none,5,15,10,M,english,,0
812,17173,159,ENG 699-01,Thesis,1,DTS,Jennifer Feather,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,english,,0
813,17253,159,ENG 699-02,Thesis,1,DTS,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
814,12793,159,ENG 699-03,Thesis,1,DTS,Stuart Dischell,08-JAN-2018 to 25-APR-2018,,,,none,4,10,6,M,english,,0
815,12794,159,ENG 699-04,Thesis,1,DTS,Holly G. Jones,08-JAN-2018 to 25-APR-2018,,,,none,7,10,3,M,english,,0
816,12795,159,ENG 699-05,Thesis,1,DTS,Craig Nova,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
817,12796,159,ENG 699-06,Thesis,1,DTS,Michael F. Parker,08-JAN-2018 to 25-APR-2018,,,,none,7,10,3,M,english,,0
818,17473,159,ENG 699-07,Thesis,1,DTS,Mark Rifkin,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
819,12797,159,ENG 699-08,Thesis,1,DTS,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
820,13266,159,ENG 699-09,Thesis,1,DTS,Anne D. Wallace,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
821,13736,159,ENG 699-10,Thesis,1,DTS,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
822,13737,159,ENG 699-11,Thesis,1,DTS,Karen L. Kilcup,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
823,13738,159,ENG 699-12,Thesis,1,DTS,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
824,14442,159,ENG 699-14,Thesis,1,DTS,Brian S. Romine,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
825,14543,159,ENG 699-15,Thesis,1,DTS,Jeanie M. Reynolds,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
826,15601,159,ENG 699-16,Thesis,1,DTS,Ben Clarke,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
827,15602,159,ENG 699-17,Thesis,1,DTS,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
828,15617,159,ENG 699-18,Thesis,1,DTS,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
829,17134,159,ENG 699-19,Thesis,1,DTS,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,english,,0
830,16711,,ENG 719-01,Studies in British Romanticism,3,LEC,Anne D. Wallace,08-JAN-2018 to 25-APR-2018,R,1530-1820,MHRA 2208,none,5,15,10,M,english,,0
831,16708,,ENG 735-01,Studies in African Amer Lit,3,LEC,Sallyann H. Ferguson,08-JAN-2018 to 25-APR-2018,W,1530-1820,MHRA 1204,none,12,15,3,M,english,,0
832,16706,,ENG 737-01,Studies in Multi-Ethnic Am Lit,3,LEC,Mark Rifkin,08-JAN-2018 to 25-APR-2018,T,1530-1820,MHRA 1208,.WGS,8,15,7,M,english,,0
833,10352,"1,3,11,99,159",ENG 778-01,Directed Reading,3,IND,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
834,10353,"1,3,11,99,159",ENG 778-02,Directed Reading,3,IND,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
835,12760,"1,3,11,99,159",ENG 778-03,Directed Reading,3,IND,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
836,12761,"1,3,11,99,159",ENG 778-04,Directed Reading,3,IND,Anthony J. Cuda,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
837,13184,"1,3,11,99,159",ENG 778-05,Directed Reading,3,IND,Anne D. Wallace,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
838,13185,"1,3,11,99,159",ENG 778-06,Directed Reading,3,IND,Denise N. Baker,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
839,13249,"1,3,11,99,159",ENG 778-07,Directed Reading,3,IND,Ben Clarke,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
840,17174,"1,3,11,99,159",ENG 778-08,Directed Reading,3,IND,Mark Rifkin,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
841,14310,"1,3,11,99,159",ENG 778-09,Directed Reading,3,IND,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,english,,0
842,17485,"1,3,11,99,159",ENG 778-10,Directed Reading,3,IND,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
843,15712,"1,3,11,99,159",ENG 778-11,Directed Reading,3,IND,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
844,17184,"1,11,99,159",ENG 780-01,Independent Doctoral Study,1,IND,Brian S. Romine,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
845,13186,"1,11,99,159",ENG 780-03,Independent Doctoral Study,1,IND,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
846,13207,"1,11,99,159",ENG 780-04,Independent Doctoral Study,1,IND,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
847,13208,"1,11,99,159",ENG 780-05,Independent Doctoral Study,1,IND,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
848,13209,"1,11,99,159",ENG 780-06,Independent Doctoral Study,1,IND,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
849,13210,"1,11,99,159",ENG 780-07,Independent Doctoral Study,1,IND,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
850,13715,"1,11,99,159",ENG 780-08,Independent Doctoral Study,1,IND,Anne D. Wallace,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
851,13764,"1,11,99,159",ENG 780-10,Independent Doctoral Study,1,IND,Anthony J. Cuda,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
852,14355,"1,11,99,159",ENG 780-11,Independent Doctoral Study,1,IND,Denise N. Baker,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
853,14548,"1,11,99,159",ENG 780-12,Independent Doctoral Study,1,IND,Ben Clarke,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
854,15557,"1,11,99,159",ENG 780-13,Independent Doctoral Study,1,IND,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
855,17139,"1,11,99,159",ENG 780-14,Independent Doctoral Study,1,IND,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,4,5,1,M,english,,0
856,10355,159,ENG 799-01,Dissertation,1,DTS,Carine R. Applegarth,08-JAN-2018 to 25-APR-2018,,,,none,8,10,2,M,english,,0
857,10356,159,ENG 799-02,Dissertation,1,DTS,Denise N. Baker,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
858,12763,159,ENG 799-04,Dissertation,1,DTS,Ben Clarke,08-JAN-2018 to 25-APR-2018,,,,none,7,10,3,M,english,,0
859,12764,159,ENG 799-05,Dissertation,1,DTS,Anthony J. Cuda,08-JAN-2018 to 25-APR-2018,,,,none,8,10,2,M,english,,0
860,12766,159,ENG 799-07,Dissertation,1,DTS,Jennifer Feather,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
861,12767,159,ENG 799-08,Dissertation,1,DTS,Sallyann H. Ferguson,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
862,12768,159,ENG 799-09,Dissertation,1,DTS,Christopher T. Hodgkins,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
863,12769,159,ENG 799-10,Dissertation,1,DTS,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
864,12770,159,ENG 799-11,Dissertation,1,DTS,Karen L. Kilcup,08-JAN-2018 to 25-APR-2018,,,,none,8,10,2,M,english,,0
865,12773,159,ENG 799-14,Dissertation,1,DTS,Cristian Moraru,08-JAN-2018 to 25-APR-2018,,,,none,8,10,2,M,english,,0
866,12774,159,ENG 799-15,Dissertation,1,DTS,Noelle A. Morrissette,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
867,12775,159,ENG 799-16,Dissertation,1,DTS,Nancy A. Myers,08-JAN-2018 to 25-APR-2018,,,,none,7,10,3,M,english,,0
868,12776,159,ENG 799-17,Dissertation,1,DTS,Mark Rifkin,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
869,12777,159,ENG 799-18,Dissertation,1,DTS,Brian S. Romine,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
870,12779,159,ENG 799-20,Dissertation,1,DTS,Maria C. Sanchez,08-JAN-2018 to 25-APR-2018,,,,none,9,10,1,M,english,,0
871,12780,159,ENG 799-21,Dissertation,1,DTS,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
872,12781,159,ENG 799-22,Dissertation,1,DTS,Anne D. Wallace,08-JAN-2018 to 25-APR-2018,,,,none,8,10,2,M,english,,0
873,12782,159,ENG 799-23,Dissertation,1,DTS,Karen A. Weyler,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
874,12783,159,ENG 799-24,Dissertation,1,DTS,Stephen R. Yarbrough,08-JAN-2018 to 25-APR-2018,,,,none,10,10,0,M,english,,0
875,14418,159,ENG 801-02,Thesis Extension,1,DTS,Amy N. Vines,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
876,14484,159,ENG 801-03,Thesis Extension,1,DTS,Jennifer M. Keith,08-JAN-2018 to 25-APR-2018,,,,none,5,5,0,M,english,,0
877,10357,159,ENG 802-01,Dissertation Extension,1,DTS,Jennifer Feather,08-JAN-2018 to 25-APR-2018,,,,none,3,5,2,M,english,,0
878,10358,159,ENG 803-01,Research Extension,1,IND,Jennifer Feather,08-JAN-2018 to 25-APR-2018,,,,none,20,20,0,M,english,,0
879,10928,,FRE 101-01,Beginning French I,3,LEC,Amy L. Brabeck,08-JAN-2018 to 25-APR-2018,M W F,0800-0850,MHRA 1211,.GCP.GL,3,25,22,M,french,,1
880,14172,,FRE 101-02,Beginning French I,3,WEB,Amy L. Brabeck,08-JAN-2018 to 25-APR-2018,,,,.GCP.GL,2,27,25,M,french,,1
881,14273,"29,30,141,352",FRE 101-02D,Beginning French I,3,WEB,Amy L. Brabeck,08-JAN-2018 to 25-APR-2018,,,,.GCP.GL,-2,3,5,D,french,,1
882,10929,,FRE 101-03,Beginning French I,3,LEC,Amy L. Brabeck,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,MHRA 1209,.GCP.GL,1,25,24,M,french,,1
883,10930,,FRE 101-04,Beginning French I,3,LEC,Amy L. Brabeck,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,MHRA 2209,.GCP.GL,6,25,19,M,french,,1
884,11470,,FRE 101-05,Beginning French I,3,LEC,Genevieve O. Waite,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 1206,.GCP.GL,0,25,25,M,french,,1
885,11472,,FRE 101-06,Beginning French I,3,LEC,Genevieve O. Waite,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 1208,.GCP.GL,0,25,25,M,french,,1
886,12870,,FRE 101-07,Beginning French I,3,LEC,Joshua C. Lunsford,08-JAN-2018 to 25-APR-2018,M W F,1400-1450,MHRA 1211,.GCP.GL,1,25,24,M,french,,1
887,15136,,FRE 101-08,Beginning French I,3,LEC,William S. Mouelle Ebongue Makolle,08-JAN-2018 to 25-APR-2018,M W F,1500-1550,SOEB 110,.GCP.GL,12,25,13,M,french,,1
888,14169,3,FRE 102-01,Beginning French II,3,LEC,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,M W F,0900-0950,SOEB 219,.GCP.GL,3,25,22,M,french,['FRE101'],1
889,14173,3,FRE 102-02,Beginning French II,3,WEB,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,,,,.GCP.GL,1,29,28,M,french,['FRE101'],1
890,14274,"3,29,30,141,352",FRE 102-02D,Beginning French II,3,WEB,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,,,,.GCP.GL,-3,2,5,D,french,['FRE101'],1
891,10931,3,FRE 102-03,Beginning French II,3,LEC,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,M W F,1000-1050,MHRA 1211,.GCP.GL,3,25,22,M,french,['FRE101'],1
892,10932,3,FRE 102-04,Beginning French II,3,LEC,Joshua C. Lunsford,08-JAN-2018 to 25-APR-2018,M W F,1600-1650,MHRA 1207,.GCP.GL,8,24,16,M,french,['FRE101'],1
893,10933,"1,3",FRE 102-05,Beginning French II,3,LEC,Peter T. Dola,08-JAN-2018 to 25-APR-2018,M W F,1600-1650,CURY 332,.GCP.GL,6,15,9,M,french,['FRE101'],1
894,10934,3,FRE 203-01,Intermediate French I,3,LEC,Joshua C. Lunsford,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 1213,.GCP.GFL.GL,3,25,22,M,french,['FRE102'],1
895,14174,3,FRE 203-02,Intermediate French I,3,WEB,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,,,,.GCP.GFL.GL,13,32,19,M,french,['FRE102'],1
896,14275,"3,29,30,141,352",FRE 203-02D,Intermediate French I,3,WEB,Guylene M. Deasy,08-JAN-2018 to 25-APR-2018,,,,.GCP.GFL.GL,-1,2,3,D,french,['FRE102'],1
897,10935,3,FRE 203-03,Intermediate French I,3,LEC,Joshua C. Lunsford,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,MHRA 1204,.GCP.GFL.GL,9,25,16,M,french,['FRE102'],1
898,15489,"1,3",FRE 203-04,Intermediate French I,3,LEC,Peter T. Dola,08-JAN-2018 to 25-APR-2018,M W F,1300-1350,CURY 332,.GCP.GFL.GL,1,15,14,M,french,['FRE102'],1
899,10936,3,FRE 204-01,Intermediate French II,3,LEC,Shanaaz Mohammed,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,MHRA 1213,.GFL.GL,6,24,18,M,french,['FRE203'],1
900,17145,"1,3,30,352",FRE 204-02,Intermediate French II,3,WEB,Genevieve O. Waite,08-JAN-2018 to 25-APR-2018,,,,.GFL.GL,7,26,19,M,french,['FRE203'],1
901,17103,"3,29,30,141,352",FRE 204-02D,Intermediate French II,3,WEB,Genevieve O. Waite,08-JAN-2018 to 25-APR-2018,,,,.GFL.GL,-1,2,3,D,french,['FRE203'],1
902,13259,"1,3,125",FRE 204-03,Intermediate French II,3,LEC,Peter T. Dola,08-JAN-2018 to 25-APR-2018,M W F,1100-1150,CURY 332,.GFL.GL,1,15,14,M,french,['FRE203'],1
903,16825,3,FRE 210-01,Intermediate French Conversatn,1,LEC,William S. Mouelle Ebongue Makolle,08-JAN-2018 to 25-APR-2018,W,1600-1650,MHRA 1211,none,9,15,6,M,french,,0
904,10938,3,FRE 241-01,Interm French:Culture Business,3,LEC,Peter T. Dola,08-JAN-2018 to 25-APR-2018,M W,1700-1815,CURY 332,.GCP.GFL.GL.SI,6,25,19,M,french,,2
905,15604,3,FRE 303-01,Francophone Cultures: An Intro,3,SEM,Shanaaz Mohammed,08-JAN-2018 to 25-APR-2018,M W F,1200-1250,MHRA 2211,.WI,2,25,23,M,french,,1
906,10939,3,FRE 341-01,Business French,3,LEC,Genevieve O. Waite,08-JAN-2018 to 25-APR-2018,M W,1400-1515,MHRA 2210,.GCP.GL,12,20,8,M,french,,0
907,15194,3,FRE 353-01,Survey of French Literature,3,LEC,Roberto E. Campo,08-JAN-2018 to 25-APR-2018,T R,1100-1215,MHRA 1210,.IGS.WI,8,20,12,M,french,,1
908,16832,3,FRE 558-01,Francophone Women Writers,3,LEC,Shanaaz Mohammed,08-JAN-2018 to 25-APR-2018,M,1730-2020,STON 186,.IGS,9,15,6,M,french,,0
909,13899,,HIS 204-01,History of Africa from 1870,3,LEC,Colleen Kriger,08-JAN-2018 to 25-APR-2018,T R,0930-1045,MHRA 1215,.ADS.GHP.GMO.GN.IGS,0,58,58,M,history,,3
910,10016,,HIS 206-01,Tpcs:Globl Developmnts to 1500,3,LEC,Stephen Q. Ruzicka,08-JAN-2018 to 25-APR-2018,M W,1000-1050,FERG 100,.GHP.GL.GPM,1,20,19,M,history,,3
911,13415,,HIS 206-02,Tpcs:Globl Developmnts to 1500,3,LEC,Stephen Q. Ruzicka,08-JAN-2018 to 25-APR-2018,M W,1000-1050,FERG 100,.GHP.GL.GPM,0,20,20,M,history,,3
912,13900,,HIS 206-03,Tpcs:Globl Developmnts to 1500,3,LEC,Stephen Q. Ruzicka,08-JAN-2018 to 25-APR-2018,M W,1000-1050,FERG 100,.GHP.GL.GPM,0,20,20,M,history,,3
913,16065,,HIS 206-04,Tpcs:Globl Developmnts to 1500,3,LEC,Stephen Q. Ruzicka,08-JAN-2018 to 25-APR-2018,M W,1000-1050,FERG 100,.GHP.GL.GPM,8,20,12,M,history,,3
